Unnamed: 0, Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Inbound
11669,55857,53,17,20647,2,2,84,140,42,42,42,0,70,70,70,0,10849.03376,193.7327457,6882.333333,11917.95294,20644,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,40,40,96.86637284,96.86637284,42,70,53.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,66.5,42,70,40,0,0,0,0,0,0,2,84,2,140,-1,-1,1,20,0,0,0,0,0,0,0,0,0
14233,49596,53,17,20560,2,2,94,182,47,47,47,0,91,91,91,0,13424.12451,194.5525292,6853.333333,11865.12538,20554,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,97.27626459,97.27626459,47,91,64.6,24.09979253,580.8,0,0,0,0,0,0,0,0,1,80.75,47,91,40,0,0,0,0,0,0,2,94,2,182,-1,-1,1,20,0,0,0,0,0,0,0,0,0
9608,55049,53,17,20574,2,2,84,204,42,42,42,0,102,102,102,0,13998.25022,194.4201419,6858,11874.07432,20569,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,97.21007096,97.21007096,42,102,66,32.86335345,1080,0,0,0,0,0,0,0,0,1,82.5,42,102,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,0
11103,62951,53,17,20618,2,2,86,118,43,43,43,0,59,59,59,0,9894.267145,194.0052381,6872.666667,11898.6117,20612,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,97.00261907,97.00261907,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43,59,40,0,0,0,0,0,0,2,86,2,118,-1,-1,1,20,0,0,0,0,0,0,0,0,0
8180,51879,53,17,20656,2,2,76,154,38,38,38,0,77,77,77,0,11134.77924,193.6483346,6885.333333,11919.68499,20649,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,96.82416731,96.82416731,38,77,53.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,67,38,77,40,0,0,0,0,0,0,2,76,2,154,-1,-1,1,20,0,0,0,0,0,0,0,0,0
8372,55929,53,17,20550,2,2,74,212,37,37,37,0,106,106,106,0,13917.27494,194.6472019,6850,11860.21792,20545,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,97.32360097,97.32360097,37,106,64.6,37.79285647,1428.3,0,0,0,0,0,0,0,0,1,80.75,37,106,40,0,0,0,0,0,0,2,74,2,212,-1,-1,1,20,0,0,0,0,0,0,0,0,0
15365,62203,53,17,20668,2,2,84,116,42,42,42,0,58,58,58,0,9676.795045,193.5359009,6889.333333,11927.47921,20662,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,96.76795045,96.76795045,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42,58,40,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0,0,0,0,0,0,0,0,0
13503,53991,53,17,20690,2,2,56,482,28,28,28,0,241,241,241,0,26002.89995,193.3301112,6896.666667,11941.04695,20685,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,96.66505558,96.66505558,28,241,113.2,116.6649047,13610.7,0,0,0,0,0,0,0,0,1,141.5,28,241,40,0,0,0,0,0,0,2,56,2,482,-1,-1,1,20,0,0,0,0,0,0,0,0,0
8926,53371,53,17,20585,2,2,84,320,42,42,42,0,160,160,160,0,19625.94122,194.3162497,6861.666667,11880.42517,20580,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,97.15812485,97.15812485,42,160,89.2,64.63126179,4177.2,0,0,0,0,0,0,0,0,1,111.5,42,160,40,0,0,0,0,0,0,2,84,2,320,-1,-1,1,20,0,0,0,0,0,0,0,0,0
11262,57505,53,17,20605,2,2,84,204,42,42,42,0,102,102,102,0,13977.19,194.1276389,6868.333333,11891.10614,20599,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,97.06381946,97.06381946,42,102,66,32.86335345,1080,0,0,0,0,0,0,0,0,1,82.5,42,102,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,0
11745,53425,53,17,20734,2,2,146,402,73,73,73,0,201,201,201,0,26430.01833,192.9198418,6911.333333,11965.58433,20728,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,96.4599209,96.4599209,73,201,124.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,155.25,73,201,40,0,0,0,0,0,0,2,146,2,402,-1,-1,1,20,0,0,0,0,0,0,0,0,0
13171,54138,53,17,20541,2,2,116,244,58,58,58,0,122,122,122,0,17525.92376,194.7324862,6847,11854.15573,20535,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,97.36624312,97.36624312,58,122,83.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,104.5,58,122,40,0,0,0,0,0,0,2,116,2,244,-1,-1,1,20,0,0,0,0,0,0,0,0,0
83,50525,443,6,30576922,21,22,2390,9710,549,0,113.8095238,211.7939138,2920,0,441.3636364,856.5282385,395.7232844,1.406289358,728021.9524,2602247.665,10013994,1,30576922,1528846.1,3667846.469,10074889,2,30515669,1453127.095,3605860.358,10074904,1,0,0,0,0,444,536,0.686792477,0.719496881,0,2920,275,638.5618289,407761.2093,0,0,0,0,1,0,0,0,1,281.3953488,113.8095238,441.3636364,444,0,0,0,0,0,0,21,2390,22,9710,64240,114,12,20,149055,152702.7954,325381,60887,9997736.333,27944.6055,10013994,9965469,0
57,50526,443,6,7040368,14,11,3136,6664,709,0,224,287.081334,1400,0,605.8181818,605.3111296,1391.972692,3.550950746,293348.6667,1394961.171,6842100,0,198268,15251.38462,26058.81731,83951,0,7007286,700728.6,2172428.119,6883308,1,0,0,0,0,304,236,1.988532418,1.562418328,0,1400,376.9230769,480.8829315,231248.3938,0,0,0,0,1,0,0,0,0,392,224,605.8181818,304,0,0,0,0,0,0,14,3136,11,6664,64240,26136,6,20,0,0,0,0,0,0,0,0,0
371,50527,443,6,117387745,40,39,3258,8372,517,0,81.45,131.4418951,2526,0,214.6666667,478.5055317,99.07337431,0.672983368,1504971.09,9297725.358,58508549,0,117387745,3009942.179,13067963.81,58508549,1,117294524,3086698,13240762.34,58601934,0,0,0,0,0,824,804,0.340751072,0.332232296,0,2526,145.375,351.2439152,123372.288,0,0,0,0,1,0,0,0,0,147.2151899,81.45,214.6666667,824,0,0,0,0,0,0,40,3258,39,8372,64240,254,22,20,195941,145078.5125,298527,93355,58451304,80956.65538,58508549,58394059,0
9199,62587,53,17,20610,2,2,64,96,32,32,32,0,48,48,48,0,7763.221737,194.0805434,6870,11894.85893,20605,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,97.04027171,97.04027171,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,0
5933,53064,53,17,20851,2,2,66,438,33,33,33,0,219,219,219,0,24171.50257,191.837322,6950.333333,12033.13431,20845,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,95.91866098,95.91866098,33,219,107.4,101.8763957,10378.8,0,0,0,0,0,0,0,0,1,134.25,33,219,40,0,0,0,0,0,0,2,66,2,438,-1,-1,1,20,0,0,0,0,0,0,0,0,0
10141,63207,53,17,20593,2,2,146,310,73,73,73,0,155,155,155,0,22143.4468,194.2407614,6864.333333,11884.17794,20587,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,97.12038071,97.12038071,73,155,105.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,132.25,73,155,40,0,0,0,0,0,0,2,146,2,310,-1,-1,1,20,0,0,0,0,0,0,0,0,0
10654,52988,53,17,20700,2,2,116,248,58,58,58,0,124,124,124,0,17584.54106,193.236715,6900,11948.55251,20697,1,2,2,0,2,2,1,1,0,1,1,0,0,0,0,40,40,96.61835749,96.61835749,58,124,84.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,105.5,58,124,40,0,0,0,0,0,0,2,116,2,248,-1,-1,1,20,0,0,0,0,0,0,0,0,0
7898,62068,53,17,20540,2,2,64,96,32,32,32,0,48,48,48,0,7789.678676,194.7419669,6846.666667,11853.57838,20534,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,97.37098345,97.37098345,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,0
148,50528,443,6,62080802,25,24,2400,9888,552,0,96,198.4678815,2920,0,412,844.7957304,197.9355872,0.789293927,1293350.042,3280475.795,10017927,1,62080802,2586700.083,4472943.349,10371557,2,61727094,2683786.696,4550480.257,10371464,1,0,0,0,0,524,488,0.402700983,0.386592944,0,2920,245.76,616.8441923,380496.7576,0,0,0,0,1,0,0,0,0,250.7755102,96,412,524,0,0,0,0,0,0,25,2400,24,9888,64240,30912,16,20,476584,305351.6726,1099865,348606,9870157.667,342897.8728,10017927,9170332,0
10309,60747,53,17,20629,2,2,70,286,35,35,35,0,143,143,143,0,17257.2592,193.9017887,6876.333333,11904.96255,20623,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,96.95089437,96.95089437,35,143,78.2,59.15403621,3499.2,0,0,0,0,0,0,0,0,1,97.75,35,143,40,0,0,0,0,0,0,2,70,2,286,-1,-1,1,20,0,0,0,0,0,0,0,0,0
6215,53319,53,17,20660,2,2,128,384,64,64,64,0,192,192,192,0,24782.1878,193.6108422,6886.666667,11923.72644,20655,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,96.8054211,96.8054211,64,192,115.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,144,64,192,40,0,0,0,0,0,0,2,128,2,384,-1,-1,1,20,0,0,0,0,0,0,0,0,0
399,50529,443,6,117345036,546,907,5526,1853078,972,0,10.12087912,83.88421489,3520,0,2043.084895,777.8012157,15838.79526,12.38228773,80816.1405,2163376.928,58508375,0,117345036,215311.9927,3529080.219,58508375,0,117251639,129416.8201,2741322.41,58601800,1,0,0,0,0,10944,18164,4.652945013,7.729342722,0,3520,1278.269601,1162.086501,1350445.037,0,0,0,0,1,0,0,0,1,1279.149346,10.12087912,2043.084895,10944,0,0,0,0,0,0,546,5526,907,1853078,64240,261,18,20,314748,312985.2603,536062,93434,58311054,279054.0343,58508375,58113733,0
9558,54955,53,17,20667,2,2,64,188,32,32,32,0,94,94,94,0,12193.35172,193.5452654,6889,11927.7679,20662,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,96.7726327,96.7726327,32,94,56.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,71,32,94,40,0,0,0,0,0,0,2,64,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,0
286,50530,80,6,115374416,31,28,906,1726,442,0,29.22580645,110.1924709,863,0,61.64285714,226.334923,22.81268319,0.511378536,1989214.069,3966433.105,10015690,1,115374416,3845813.867,4866853.146,10036374,1,110351363,4087087.519,5021473.127,10036362,2,0,0,0,0,644,848,0.268690417,0.242688119,0,863,43.86666667,172.9519838,29912.3887,0,0,0,0,1,0,0,0,0,44.61016949,29.22580645,61.64285714,644,0,0,0,0,0,0,31,906,28,1726,64240,237,24,20,26358.27273,18838.01805,83157,20650,10005584.82,15008.11638,10015690,9961918,0
15584,53688,53,17,20491,2,2,76,140,38,38,38,0,70,70,70,0,10541.21322,195.2076521,6830.333333,11827.02031,20487,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,64,64,97.60382607,97.60382607,38,70,50.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,63.5,38,70,64,0,0,0,0,0,0,2,76,2,140,-1,-1,1,32,0,0,0,0,0,0,0,0,0
14500,50532,53,17,20626,2,2,128,240,64,64,64,0,120,120,120,0,17841.5592,193.9299913,6875.333333,11904.09654,20621,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,96.96499564,96.96499564,64,120,86.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,108,64,120,40,0,0,0,0,0,0,2,128,2,240,-1,-1,1,20,0,0,0,0,0,0,0,0,0
8550,62175,53,17,20604,2,2,76,188,38,38,38,0,94,94,94,0,12813.04601,194.1370608,6868,11892.26084,20600,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,40,40,97.06853038,97.06853038,38,94,60.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,75.5,38,94,40,0,0,0,0,0,0,2,76,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,0
42,50531,443,6,174637,16,13,1639,6570,517,0,102.4375,175.1597247,2860,0,505.3846154,872.2683588,47006.07546,166.058739,6237.035714,13120.49705,40872,0,174637,11642.46667,18705.25163,54644,0,115727,9643.916667,19251.48965,56545,2,0,0,0,0,344,284,91.61861461,74.44012437,0,2860,273.6333333,611.1734041,373532.9299,0,0,0,0,1,0,0,0,0,283.0689655,102.4375,505.3846154,344,0,0,0,0,0,0,16,1639,13,6570,64240,242,7,20,0,0,0,0,0,0,0,0,0
368,50532,443,6,117302256,29,25,5790,6824,1932,0,199.6551724,439.7987588,2525,0,272.96,586.8520881,107.5341637,0.460349202,2213250.113,11235457.04,58508315,0,117302256,4189366.286,15326016.96,58508315,1,117208797,4883699.875,16507131.99,58601829,0,0,0,0,0,604,524,0.247224572,0.213124631,0,2525,229.3454545,505.6541498,255686.1192,0,0,0,0,1,0,0,0,0,233.5925926,199.6551724,272.96,604,0,0,0,0,0,0,29,5790,25,6824,64240,268,17,20,192811.5,140458.9839,292131,93492,58411567,136822.3337,58508315,58314819,0
82,50533,443,6,30460457,21,22,2390,9710,549,0,113.8095238,211.7939138,2920,0,441.3636364,876.4303436,397.2363251,1.411666279,725248.9762,2605385.7,10015410,1,30460457,1523022.85,3673524.188,10074887,2,30400494,1447642.571,3605307.602,10074974,1,0,0,0,0,444,536,0.689418415,0.722247864,0,2920,275,651.6171654,424604.9302,0,0,0,0,1,0,0,0,1,281.3953488,113.8095238,441.3636364,444,0,0,0,0,0,0,21,2390,22,9710,64240,114,12,20,102238.3333,73994.66338,187680,59480,10006227.33,8229.381163,10015410,9999519,0
372,50534,443,6,117257292,28,26,2712,8064,517,0,96.85714286,173.3448104,1460,0,310.1538462,473.2126534,91.9004679,0.46052573,2212401.736,11241798.97,58524166,1,117257292,4342862.667,15603123.54,58524166,1,117179635,4687185.4,16195265.49,58601865,1,0,0,0,0,584,544,0.238791119,0.221734611,0,1460,195.9272727,361.6323002,130777.9205,0,0,0,0,1,0,0,0,0,199.5555556,96.85714286,310.1538462,584,0,0,0,0,0,0,28,2712,26,8064,64240,64,14,20,147341,98509.87411,216998,77684,58442489,115508.7211,58524166,58360812,0
282,50535,80,6,115269000,31,28,908,1576,443,0,29.29032258,110.4422001,788,0,56.28571429,206.6650282,21.54959269,0.511846203,1987396.552,3962897.202,10015665,1,115269000,3842300,4867964.244,10043646,1,110433778,4090139.926,5024639.026,10043655,2,0,0,0,0,644,848,0.268936141,0.242910063,0,788,41.4,161.1174117,25958.82034,0,0,0,0,1,0,0,0,0,42.10169492,29.29032258,56.28571429,644,0,0,0,0,0,0,31,908,28,1576,64240,288,24,20,34337.27273,21136.12038,98065,27922,10005093.55,13514.37398,10015665,9966856,0
9767,61886,53,17,20562,2,2,72,208,36,36,36,0,104,104,104,0,13617.3524,194.5336057,6854,11867.14612,20557,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,64,64,97.26680284,97.26680284,36,104,63.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,79,36,104,64,0,0,0,0,0,0,2,72,2,208,-1,-1,1,32,0,0,0,0,0,0,0,0,0
6203,60801,53,17,20587,2,2,84,278,42,42,42,0,139,139,139,0,17583.91218,194.2973721,6862.333333,11881.57988,20582,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,97.14868606,97.14868606,42,139,80.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,101,42,139,40,0,0,0,0,0,0,2,84,2,278,-1,-1,1,20,0,0,0,0,0,0,0,0,0
284,50536,443,6,115175821,38,34,3371,7560,789,0,88.71052632,215.440204,1400,0,222.3529412,479.7971719,94.90707255,0.625131207,1622194.662,3654612.897,10013653,1,115175821,3112860.027,4625397.303,10046824,2,110543421,3349800.636,4803774.473,10046826,1,0,0,0,0,784,968,0.329930359,0.295200848,0,1400,149.739726,366.2372117,134129.6952,0,0,0,0,1,0,0,0,0,151.8194444,88.71052632,222.3529412,784,0,0,0,0,0,0,38,3371,34,7560,64240,14202,29,20,46687.54545,44778.26842,181699,33085,10002722.36,14312.04777,10013653,9961786,0
11430,58121,53,17,20698,2,2,106,202,53,53,53,0,101,101,101,0,14880.6648,193.255387,6899.333333,11946.53177,20694,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,64,40,96.6276935,96.6276935,53,101,72.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,90.25,53,101,64,0,0,0,0,0,0,2,106,2,202,-1,-1,1,32,0,0,0,0,0,0,0,0,0
43,50531,443,6,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,3.10E+07,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2000000,0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,0,0,1,0,0,0,31,15.5,0,40,0,0,0,0,0,0,2,31,0,0,257,-1,0,20,0,0,0,0,0,0,0,0,0
14317,59074,53,17,20563,2,2,106,238,53,53,53,0,119,119,119,0,16729.0765,194.5241453,6854.333333,11868.58953,20559,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,40,40,97.26207265,97.26207265,53,119,79.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,99.25,53,119,40,0,0,0,0,0,0,2,106,2,238,-1,-1,1,20,0,0,0,0,0,0,0,0,0
51,50537,443,6,5955350,15,10,1348,8426,517,0,89.86666667,178.7080087,2920,0,842.6,1174.110652,1641.213363,4.197906084,248139.5833,979092.5077,4808528,1,5955350,425382.1429,1271760.948,4808528,1,737762,81973.55556,162175.9535,368544,1,0,0,0,0,324,208,2.518743651,1.679162434,0,2920,375.9230769,809.9518466,656021.9938,0,0,0,0,1,0,0,0,0,390.96,89.86666667,842.6,324,0,0,0,0,0,0,15,1348,10,8426,64240,30016,6,20,0,0,0,0,0,0,0,0,0
44,443,50531,6,363,3,2,76,0,38,0,25.33333333,21.93931023,0,0,0,0,209366.3912,13774.10468,90.75,103.3356183,200,2,363,181.5,253.8513344,361,2,3,3,0,3,3,1,0,0,0,60,40,8264.46281,5509.641873,0,38,19,20.81345719,433.2,0,0,1,0,0,1,0,0,0,22.8,25.33333333,0,60,0,0,0,0,0,0,3,76,2,0,246,0,1,20,0,0,0,0,0,0,0,0,1
10326,58088,53,17,20568,2,2,70,204,35,35,35,0,102,102,102,0,13321.66472,194.4768573,6856,11869.74418,20562,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,97.23842863,97.23842863,35,102,61.8,36.69741135,1346.7,0,0,0,0,0,0,0,0,1,77.25,35,102,40,0,0,0,0,0,0,2,70,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,0
322,50538,443,6,137845,28,33,1658,13158,323,0,59.21428571,95.08762319,2920,0,398.7272727,707.1969436,107483.0425,442.5260256,2297.416667,6815.905982,27171,0,137845,5105.37037,10443.97065,29094,1,110588,3455.875,10171.47502,46862,0,0,0,0,0,584,684,203.1267003,239.3993253,0,2920,238.9677419,544.0029221,295939.1793,0,0,0,0,1,0,0,0,1,242.8852459,59.21428571,398.7272727,584,0,0,0,0,0,0,28,1658,33,13158,65535,1023,12,20,0,0,0,0,0,0,0,0,0
12622,54375,53,17,20651,2,2,74,220,37,37,37,0,110,110,110,0,14236.59871,193.6952206,6883.666667,11919.39631,20647,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,40,40,96.84761029,96.84761029,37,110,66.2,39.9837467,1598.7,0,0,0,0,0,0,0,0,1,82.75,37,110,40,0,0,0,0,0,0,2,74,2,220,-1,-1,1,20,0,0,0,0,0,0,0,0,0
311,50539,443,6,2602601,34,43,1996,14034,325,0,58.70588235,88.18009444,2920,0,326.372093,771.8258508,6159.223023,29.58578745,34244.75,268161.2314,2339435,1,2602601,78866.69697,406136.6858,2339435,1,2561862,60996.71429,366744.9836,2379905,1,0,0,0,0,704,884,13.0638542,16.52193325,0,2920,205.5128205,588.6342048,346490.2271,0,0,0,0,1,0,0,0,1,208.1818182,58.70588235,326.372093,704,0,0,0,0,0,0,34,1996,43,14034,65535,2049,16,20,0,0,0,0,0,0,0,0,0
8069,57093,53,17,36294,2,2,70,204,35,35,35,0,102,102,102,0,7549.457211,110.2110542,12098,20950.02055,36289,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,55.10552708,55.10552708,35,102,61.8,36.69741135,1346.7,0,0,0,0,0,0,0,0,1,77.25,35,102,40,0,0,0,0,0,0,2,70,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,0
11784,57093,53,17,45999,2,2,70,204,35,35,35,0,102,102,102,0,5956.651232,86.95841214,15333,26552.33888,45993,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,43.47920607,43.47920607,35,102,61.8,36.69741135,1346.7,0,0,0,0,0,0,0,0,1,77.25,35,102,40,0,0,0,0,0,0,2,70,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,0
304,50540,443,6,182898,28,31,1660,13144,324,0,59.28571429,95.29325387,2920,0,424,892.2543733,80941.28968,322.5841726,3153.413793,10164.55607,41050,0,182898,6774,14979.84802,42804,0,141708,4723.6,13488.71572,51884,1,0,0,0,0,584,644,153.0907938,169.4933788,0,2920,246.7333333,665.7167379,443178.7751,0,0,0,0,1,0,0,0,1,250.9152542,59.28571429,424,584,0,0,0,0,0,0,28,1660,31,13144,65535,2049,12,20,0,0,0,0,0,0,0,0,0
15775,61094,53,17,20658,2,2,50,82,25,25,25,0,41,41,41,0,6389.776358,193.6295866,6886,11921.70571,20652,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,96.8147933,96.8147933,25,41,31.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,39.25,25,41,40,0,0,0,0,0,0,2,50,2,82,-1,-1,1,20,0,0,0,0,0,0,0,0,0
15562,59641,53,17,20597,2,2,62,94,31,31,31,0,47,47,47,0,7573.918532,194.2030393,6865.666667,11888.21943,20593,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,40,40,97.10151964,97.10151964,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31,47,40,0,0,0,0,0,0,2,62,2,94,-1,-1,1,20,0,0,0,0,0,0,0,0,0
12828,52050,53,17,20747,2,2,62,94,31,31,31,0,47,47,47,0,7519.159397,192.7989589,6915.666667,11973.95592,20742,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,96.39947944,96.39947944,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31,47,40,0,0,0,0,0,0,2,62,2,94,-1,-1,1,20,0,0,0,0,0,0,0,0,0
13848,55836,53,17,20683,2,2,50,82,25,25,25,0,41,41,41,0,6382.052894,193.3955422,6894.333333,11937.0055,20678,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,96.69777112,96.69777112,25,41,31.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,39.25,25,41,40,0,0,0,0,0,0,2,50,2,82,-1,-1,1,20,0,0,0,0,0,0,0,0,0
14565,58517,53,17,20658,2,2,62,164,31,31,31,0,82,82,82,0,10940.07164,193.6295866,6886,11922.57183,20653,1,4,4,0,4,4,1,1,0,1,1,0,0,0,0,40,40,96.8147933,96.8147933,31,82,51.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,64.25,31,82,40,0,0,0,0,0,0,2,62,2,164,-1,-1,1,20,0,0,0,0,0,0,0,0,0
14203,59266,53,17,20653,2,2,50,172,25,25,25,0,86,86,86,0,10749.04372,193.6764635,6884.333333,11920.55101,20649,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,40,40,96.83823173,96.83823173,25,86,49.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,61.75,25,86,40,0,0,0,0,0,0,2,50,2,172,-1,-1,1,20,0,0,0,0,0,0,0,0,0
52,18164,80,6,5006073,8,7,1476,2146,738,0,184.5,341.6276168,1073,0,306.5714286,523.5703891,723.5212111,2.99636062,357576.6429,1337619.598,5004997,2,1076,153.7142857,203.286919,498,2,5005936,834322.6667,2043236.656,5005062,2,0,0,0,0,272,240,1.598058998,1.398301623,0,1073,226.375,414.0866053,171467.7167,0,0,0,0,1,0,0,0,0,241.4666667,184.5,306.5714286,272,0,0,0,0,0,0,8,1476,7,2146,65535,238,2,32,0,0,0,0,0,0,0,0,1
45,50448,443,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,40,0,1000000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1018,-1,0,20,0,0,0,0,0,0,0,0,0
307,50541,443,6,131531,33,31,8216,14330,2294,0,248.969697,549.9391151,2920,0,462.2580645,888.396832,171412.0626,486.5773088,2087.793651,6858.964396,26681,0,131531,4110.34375,9481.577402,28028,1,104722,3490.733333,8839.398399,28428,0,0,0,0,0,684,644,250.8914248,235.6858839,0,2920,346.8615385,731.0595666,534448.0899,0,0,0,0,1,0,0,0,0,352.28125,248.969697,462.2580645,684,0,0,0,0,0,0,33,8216,31,14330,65535,2047,15,20,0,0,0,0,0,0,0,0,0
46,443,50448,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1.5,0.707106781,2,1,3,1.5,0.707106781,2,1,0,0,0,0,0,0,0,0,0,60,0,1000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,1023,-1,0,20,0,0,0,0,0,0,0,0,1
